lexeme,cell,form,tier,slot,formative
iḵḍalla,ind.prs.act.f.2.p,t a x dˤ a l i l n a,segmental,3,l
iḵḍalla,ind.prs.act.f.2.p,t a x dˤ a l i l n a,segmental,5,n
iḵḍalla,ind.prs.act.f.2.p,t a x dˤ a l i l n a,segmental,6,a
iḵḍalla,ind.prs.act.f.2.s,t a x dˤ a l l iː n a,segmental,0,t
iḵḍalla,ind.prs.act.f.2.s,t a x dˤ a l l iː n a,segmental,1,axdˤal
iḵḍalla,ind.prs.act.f.2.s,t a x dˤ a l l iː n a,segmental,3,l
iḵḍalla,ind.prs.act.f.2.s,t a x dˤ a l l iː n a,segmental,4,iː
iḵḍalla,ind.prs.act.f.2.s,t a x dˤ a l l iː n a,segmental,5,n
iḵḍalla,ind.prs.act.f.2.s,t a x dˤ a l l iː n a,segmental,6,a
iḵḍalla,ind.prs.act.f.3.d,t a x dˤ a l l aː n i,segmental,0,t
iḵḍalla,ind.prs.act.f.3.d,t a x dˤ a l l aː n i,segmental,1,axdˤal
iḵḍalla,ind.prs.act.f.3.d,t a x dˤ a l l aː n i,segmental,3,l
iḵḍalla,ind.prs.act.f.3.d,t a x dˤ a l l aː n i,segmental,4,aː
iḵḍalla,ind.prs.act.f.3.d,t a x dˤ a l l aː n i,segmental,5,n
iḵḍalla,ind.prs.act.f.3.d,t a x dˤ a l l aː n i,segmental,6,i
iḵḍalla,ind.prs.act.f.3.p,j a x dˤ a l i l n a,segmental,0,j
iḵḍalla,ind.prs.act.f.3.p,j a x dˤ a l i l n a,segmental,1,axdˤal
iḵḍalla,ind.prs.act.f.3.p,j a x dˤ a l i l n a,segmental,2,i
iḵḍalla,ind.prs.act.f.3.p,j a x dˤ a l i l n a,segmental,3,l
iḵḍalla,ind.prs.act.f.3.p,j a x dˤ a l i l n a,segmental,5,n
iḵḍalla,ind.prs.act.f.3.p,j a x dˤ a l i l n a,segmental,6,a
iḵḍalla,ind.prs.act.f.3.s,t a x dˤ a l l u,segmental,0,t
iḵḍalla,ind.prs.act.f.3.s,t a x dˤ a l l u,segmental,1,axdˤal
iḵḍalla,ind.prs.act.f.3.s,t a x dˤ a l l u,segmental,3,l
iḵḍalla,ind.prs.act.f.3.s,t a x dˤ a l l u,segmental,6,u
iḵḍalla,ind.prs.act.m.2.p,t a x dˤ a l l uː n a,segmental,0,t
iḵḍalla,ind.prs.act.m.2.p,t a x dˤ a l l uː n a,segmental,1,axdˤal
iḵḍalla,ind.prs.act.m.2.p,t a x dˤ a l l uː n a,segmental,3,l
iḵḍalla,ind.prs.act.m.2.p,t a x dˤ a l l uː n a,segmental,4,uː
iḵḍalla,ind.prs.act.m.2.p,t a x dˤ a l l uː n a,segmental,5,n
iḵḍalla,ind.prs.act.m.2.p,t a x dˤ a l l uː n a,segmental,6,a
iḵḍalla,ind.prs.act.m.2.s,t a x dˤ a l l u,segmental,0,t
iḵḍalla,ind.prs.act.m.2.s,t a x dˤ a l l u,segmental,1,axdˤal
iḵḍalla,ind.prs.act.m.2.s,t a x dˤ a l l u,segmental,3,l
iḵḍalla,ind.prs.act.m.2.s,t a x dˤ a l l u,segmental,6,u
iḵḍalla,ind.prs.act.m.3.d,j a x dˤ a l l aː n i,segmental,0,j
iḵḍalla,ind.prs.act.m.3.d,j a x dˤ a l l aː n i,segmental,1,axdˤal
iḵḍalla,ind.prs.act.m.3.d,j a x dˤ a l l aː n i,segmental,3,l
iḵḍalla,ind.prs.act.m.3.d,j a x dˤ a l l aː n i,segmental,4,aː
iḵḍalla,ind.prs.act.m.3.d,j a x dˤ a l l aː n i,segmental,5,n
iḵḍalla,ind.prs.act.m.3.d,j a x dˤ a l l aː n i,segmental,6,i
iḵḍalla,ind.prs.act.m.3.p,j a x dˤ a l l uː n a,segmental,0,j
iḵḍalla,ind.prs.act.m.3.p,j a x dˤ a l l uː n a,segmental,1,axdˤal
iḵḍalla,ind.prs.act.m.3.p,j a x dˤ a l l uː n a,segmental,3,l
iḵḍalla,ind.prs.act.m.3.p,j a x dˤ a l l uː n a,segmental,4,uː
iḵḍalla,ind.prs.act.m.3.p,j a x dˤ a l l uː n a,segmental,5,n
iḵḍalla,ind.prs.act.m.3.p,j a x dˤ a l l uː n a,segmental,6,a
iḵḍalla,ind.prs.act.m.3.s,j a x dˤ a l l u,segmental,0,j
iḵḍalla,ind.prs.act.m.3.s,j a x dˤ a l l u,segmental,1,axdˤal
iḵḍalla,ind.prs.act.m.3.s,j a x dˤ a l l u,segmental,3,l
iḵḍalla,ind.prs.act.m.3.s,j a x dˤ a l l u,segmental,6,u
iḵḍalla,ind.prs.act.m/f.1.p,n a x dˤ a l l u,segmental,0,n
iḵḍalla,ind.prs.act.m/f.1.p,n a x dˤ a l l u,segmental,1,axdˤal
iḵḍalla,ind.prs.act.m/f.1.p,n a x dˤ a l l u,segmental,3,l
iḵḍalla,ind.prs.act.m/f.1.p,n a x dˤ a l l u,segmental,6,u
iḵḍalla,ind.prs.act.m/f.1.s,a x dˤ a l l u,segmental,1,axdˤal
iḵḍalla,ind.prs.act.m/f.1.s,a x dˤ a l l u,segmental,3,l
iḵḍalla,ind.prs.act.m/f.1.s,a x dˤ a l l u,segmental,6,u
iḵḍalla,ind.prs.act.m/f.2.d,t a x dˤ a l l aː n i,segmental,0,t
iḵḍalla,ind.prs.act.m/f.2.d,t a x dˤ a l l aː n i,segmental,1,axdˤal
iḵḍalla,ind.prs.act.m/f.2.d,t a x dˤ a l l aː n i,segmental,3,l
iḵḍalla,ind.prs.act.m/f.2.d,t a x dˤ a l l aː n i,segmental,4,aː
iḵḍalla,ind.prs.act.m/f.2.d,t a x dˤ a l l aː n i,segmental,5,n
iḵḍalla,ind.prs.act.m/f.2.d,t a x dˤ a l l aː n i,segmental,6,i
jāmala,ind.prs.act.f.2.p,t u ʤ aː m i l n a,segmental,0,t
jāmala,ind.prs.act.f.2.p,t u ʤ aː m i l n a,segmental,1,uʤaːmil
jāmala,ind.prs.act.f.2.p,t u ʤ aː m i l n a,segmental,3,n
jāmala,ind.prs.act.f.2.p,t u ʤ aː m i l n a,segmental,4,a
jāmala,ind.prs.act.f.2.s,t u ʤ aː m i l iː n a,segmental,0,t
jāmala,ind.prs.act.f.2.s,t u ʤ aː m i l iː n a,segmental,1,uʤaːmil
jāmala,ind.prs.act.f.2.s,t u ʤ aː m i l iː n a,segmental,2,iː
jāmala,ind.prs.act.f.2.s,t u ʤ aː m i l iː n a,segmental,3,n
jāmala,ind.prs.act.f.2.s,t u ʤ aː m i l iː n a,segmental,4,a
jāmala,ind.prs.act.f.3.d,t u ʤ aː m i l aː n i,segmental,0,t
jāmala,ind.prs.act.f.3.d,t u ʤ aː m i l aː n i,segmental,1,uʤaːmil
jāmala,ind.prs.act.f.3.d,t u ʤ aː m i l aː n i,segmental,2,aː
jāmala,ind.prs.act.f.3.d,t u ʤ aː m i l aː n i,segmental,3,n
jāmala,ind.prs.act.f.3.d,t u ʤ aː m i l aː n i,segmental,4,i
jāmala,ind.prs.act.f.3.p,j u ʤ aː m i l n a,segmental,0,j
jāmala,ind.prs.act.f.3.p,j u ʤ aː m i l n a,segmental,1,uʤaːmil
jāmala,ind.prs.act.f.3.p,j u ʤ aː m i l n a,segmental,3,n
jāmala,ind.prs.act.f.3.p,j u ʤ aː m i l n a,segmental,4,a
jāmala,ind.prs.act.f.3.s,t u ʤ aː m i l u,segmental,0,t
jāmala,ind.prs.act.f.3.s,t u ʤ aː m i l u,segmental,1,uʤaːmil
jāmala,ind.prs.act.f.3.s,t u ʤ aː m i l u,segmental,4,u
jāmala,ind.prs.act.m.2.p,t u ʤ aː m i l uː n a,segmental,0,t
jāmala,ind.prs.act.m.2.p,t u ʤ aː m i l uː n a,segmental,1,uʤaːmil
jāmala,ind.prs.act.m.2.p,t u ʤ aː m i l uː n a,segmental,2,uː
jāmala,ind.prs.act.m.2.p,t u ʤ aː m i l uː n a,segmental,3,n
jāmala,ind.prs.act.m.2.p,t u ʤ aː m i l uː n a,segmental,4,a
jāmala,ind.prs.act.m.2.s,t u ʤ aː m i l u,segmental,0,t
jāmala,ind.prs.act.m.2.s,t u ʤ aː m i l u,segmental,1,uʤaːmil
jāmala,ind.prs.act.m.2.s,t u ʤ aː m i l u,segmental,4,u
jāmala,ind.prs.act.m.3.d,j u ʤ aː m i l aː n i,segmental,0,j
jāmala,ind.prs.act.m.3.d,j u ʤ aː m i l aː n i,segmental,1,uʤaːmil
jāmala,ind.prs.act.m.3.d,j u ʤ aː m i l aː n i,segmental,2,aː
jāmala,ind.prs.act.m.3.d,j u ʤ aː m i l aː n i,segmental,3,n
jāmala,ind.prs.act.m.3.d,j u ʤ aː m i l aː n i,segmental,4,i
jāmala,ind.prs.act.m.3.p,j u ʤ aː m i l uː n a,segmental,0,j
jāmala,ind.prs.act.m.3.p,j u ʤ aː m i l uː n a,segmental,1,uʤaːmil
jāmala,ind.prs.act.m.3.p,j u ʤ aː m i l uː n a,segmental,2,uː
jāmala,ind.prs.act.m.3.p,j u ʤ aː m i l uː n a,segmental,3,n
jāmala,ind.prs.act.m.3.p,j u ʤ aː m i l uː n a,segmental,4,a
jāmala,ind.prs.act.m.3.s,j u ʤ aː m i l u,segmental,0,j
jāmala,ind.prs.act.m.3.s,j u ʤ aː m i l u,segmental,1,uʤaːmil
jāmala,ind.prs.act.m.3.s,j u ʤ aː m i l u,segmental,4,u
jāmala,ind.prs.act.m/f.1.p,n u ʤ aː m i l u,segmental,0,n
jāmala,ind.prs.act.m/f.1.p,n u ʤ aː m i l u,segmental,1,uʤaːmil
jāmala,ind.prs.act.m/f.1.p,n u ʤ aː m i l u,segmental,4,u
jāmala,ind.prs.act.m/f.1.s,u ʤ aː m i l u,segmental,1,uʤaːmil
jāmala,ind.prs.act.m/f.1.s,u ʤ aː m i l u,segmental,4,u
jāmala,ind.prs.act.m/f.2.d,t u ʤ aː m i l aː n i,segmental,0,t
jāmala,ind.prs.act.m/f.2.d,t u ʤ aː m i l aː n i,segmental,1,uʤaːmil
jāmala,ind.prs.act.m/f.2.d,t u ʤ aː m i l aː n i,segmental,2,aː
jāmala,ind.prs.act.m/f.2.d,t u ʤ aː m i l aː n i,segmental,3,n
jāmala,ind.prs.act.m/f.2.d,t u ʤ aː m i l aː n i,segmental,4,i
laʿiqa,ind.prs.act.f.2.p,t a l ʕ a q n a,segmental,0,t
laʿiqa,ind.prs.act.f.2.p,t a l ʕ a q n a,segmental,1,alʕaq
laʿiqa,ind.prs.act.f.2.p,t a l ʕ a q n a,segmental,3,n
laʿiqa,ind.prs.act.f.2.p,t a l ʕ a q n a,segmental,4,a
laʿiqa,ind.prs.act.f.2.s,t a l ʕ a q iː n a,segmental,0,t
laʿiqa,ind.prs.act.f.2.s,t a l ʕ a q iː n a,segmental,1,alʕaq
laʿiqa,ind.prs.act.f.2.s,t a l ʕ a q iː n a,segmental,2,iː
laʿiqa,ind.prs.act.f.2.s,t a l ʕ a q iː n a,segmental,3,n
laʿiqa,ind.prs.act.f.2.s,t a l ʕ a q iː n a,segmental,4,a
laʿiqa,ind.prs.act.f.3.d,t a l ʕ a q aː n i,segmental,0,t
laʿiqa,ind.prs.act.f.3.d,t a l ʕ a q aː n i,segmental,1,alʕaq
laʿiqa,ind.prs.act.f.3.d,t a l ʕ a q aː n i,segmental,2,aː
laʿiqa,ind.prs.act.f.3.d,t a l ʕ a q aː n i,segmental,3,n
laʿiqa,ind.prs.act.f.3.d,t a l ʕ a q aː n i,segmental,4,i
laʿiqa,ind.prs.act.f.3.p,j a l ʕ a q n a,segmental,0,j
laʿiqa,ind.prs.act.f.3.p,j a l ʕ a q n a,segmental,1,alʕaq
laʿiqa,ind.prs.act.f.3.p,j a l ʕ a q n a,segmental,3,n
laʿiqa,ind.prs.act.f.3.p,j a l ʕ a q n a,segmental,4,a
laʿiqa,ind.prs.act.f.3.s,t a l ʕ a q u,segmental,0,t
laʿiqa,ind.prs.act.f.3.s,t a l ʕ a q u,segmental,1,alʕaq
laʿiqa,ind.prs.act.f.3.s,t a l ʕ a q u,segmental,4,u
laʿiqa,ind.prs.act.m.2.p,t a l ʕ a q uː n a,segmental,0,t
laʿiqa,ind.prs.act.m.2.p,t a l ʕ a q uː n a,segmental,1,alʕaq
laʿiqa,ind.prs.act.m.2.p,t a l ʕ a q uː n a,segmental,2,uː
laʿiqa,ind.prs.act.m.2.p,t a l ʕ a q uː n a,segmental,3,n
laʿiqa,ind.prs.act.m.2.p,t a l ʕ a q uː n a,segmental,4,a
laʿiqa,ind.prs.act.m.2.s,t a l ʕ a q u,segmental,0,t
laʿiqa,ind.prs.act.m.2.s,t a l ʕ a q u,segmental,1,alʕaq
laʿiqa,ind.prs.act.m.2.s,t a l ʕ a q u,segmental,4,u
laʿiqa,ind.prs.act.m.3.d,j a l ʕ a q aː n i,segmental,0,j
laʿiqa,ind.prs.act.m.3.d,j a l ʕ a q aː n i,segmental,1,alʕaq
laʿiqa,ind.prs.act.m.3.d,j a l ʕ a q aː n i,segmental,2,aː
laʿiqa,ind.prs.act.m.3.d,j a l ʕ a q aː n i,segmental,3,n
laʿiqa,ind.prs.act.m.3.d,j a l ʕ a q aː n i,segmental,4,i
laʿiqa,ind.prs.act.m.3.p,j a l ʕ a q uː n a,segmental,0,j
laʿiqa,ind.prs.act.m.3.p,j a l ʕ a q uː n a,segmental,1,alʕaq
laʿiqa,ind.prs.act.m.3.p,j a l ʕ a q uː n a,segmental,2,uː
laʿiqa,ind.prs.act.m.3.p,j a l ʕ a q uː n a,segmental,3,n
laʿiqa,ind.prs.act.m.3.p,j a l ʕ a q uː n a,segmental,4,a
laʿiqa,ind.prs.act.m.3.s,j a l ʕ a q u,segmental,0,j
laʿiqa,ind.prs.act.m.3.s,j a l ʕ a q u,segmental,1,alʕaq
laʿiqa,ind.prs.act.m.3.s,j a l ʕ a q u,segmental,4,u
laʿiqa,ind.prs.act.m/f.1.p,n a l ʕ a q u,segmental,0,n
laʿiqa,ind.prs.act.m/f.1.p,n a l ʕ a q u,segmental,1,alʕaq
laʿiqa,ind.prs.act.m/f.1.p,n a l ʕ a q u,segmental,4,u
laʿiqa,ind.prs.act.m/f.1.s,a l ʕ a q u,segmental,1,alʕaq
laʿiqa,ind.prs.act.m/f.1.s,a l ʕ a q u,segmental,4,u
laʿiqa,ind.prs.act.m/f.2.d,t a l ʕ a q aː n i,segmental,0,t
laʿiqa,ind.prs.act.m/f.2.d,t a l ʕ a q aː n i,segmental,1,alʕaq
laʿiqa,ind.prs.act.m/f.2.d,t a l ʕ a q aː n i,segmental,2,aː
laʿiqa,ind.prs.act.m/f.2.d,t a l ʕ a q aː n i,segmental,3,n
laʿiqa,ind.prs.act.m/f.2.d,t a l ʕ a q aː n i,segmental,4,i
nasaḵa,ind.prs.act.f.2.p,t a n s a x n a,segmental,0,t
nasaḵa,ind.prs.act.f.2.p,t a n s a x n a,segmental,1,ansax
nasaḵa,ind.prs.act.f.2.p,t a n s a x n a,segmental,3,n
nasaḵa,ind.prs.act.f.2.p,t a n s a x n a,segmental,4,a
nasaḵa,ind.prs.act.f.2.s,t a n s a x iː n a,segmental,0,t
nasaḵa,ind.prs.act.f.2.s,t a n s a x iː n a,segmental,1,ansax
nasaḵa,ind.prs.act.f.2.s,t a n s a x iː n a,segmental,2,iː
nasaḵa,ind.prs.act.f.2.s,t a n s a x iː n a,segmental,3,n
nasaḵa,ind.prs.act.f.2.s,t a n s a x iː n a,segmental,4,a
nasaḵa,ind.prs.act.f.3.d,t a n s a x aː n i,segmental,0,t
nasaḵa,ind.prs.act.f.3.d,t a n s a x aː n i,segmental,1,ansax
nasaḵa,ind.prs.act.f.3.d,t a n s a x aː n i,segmental,2,aː
nasaḵa,ind.prs.act.f.3.d,t a n s a x aː n i,segmental,3,n
nasaḵa,ind.prs.act.f.3.d,t a n s a x aː n i,segmental,4,i
nasaḵa,ind.prs.act.f.3.p,j a n s a x n a,segmental,0,j
nasaḵa,ind.prs.act.f.3.p,j a n s a x n a,segmental,1,ansax
nasaḵa,ind.prs.act.f.3.p,j a n s a x n a,segmental,3,n
nasaḵa,ind.prs.act.f.3.p,j a n s a x n a,segmental,4,a
nasaḵa,ind.prs.act.f.3.s,t a n s a x u,segmental,0,t
nasaḵa,ind.prs.act.f.3.s,t a n s a x u,segmental,1,ansax
nasaḵa,ind.prs.act.f.3.s,t a n s a x u,segmental,4,u
nasaḵa,ind.prs.act.m.2.p,t a n s a x uː n a,segmental,0,t
nasaḵa,ind.prs.act.m.2.p,t a n s a x uː n a,segmental,1,ansax
nasaḵa,ind.prs.act.m.2.p,t a n s a x uː n a,segmental,2,uː
nasaḵa,ind.prs.act.m.2.p,t a n s a x uː n a,segmental,3,n
nasaḵa,ind.prs.act.m.2.p,t a n s a x uː n a,segmental,4,a
nasaḵa,ind.prs.act.m.2.s,t a n s a x u,segmental,0,t
nasaḵa,ind.prs.act.m.2.s,t a n s a x u,segmental,1,ansax
nasaḵa,ind.prs.act.m.2.s,t a n s a x u,segmental,4,u
nasaḵa,ind.prs.act.m.3.d,j a n s a x aː n i,segmental,0,j
nasaḵa,ind.prs.act.m.3.d,j a n s a x aː n i,segmental,1,ansax
nasaḵa,ind.prs.act.m.3.d,j a n s a x aː n i,segmental,2,aː
nasaḵa,ind.prs.act.m.3.d,j a n s a x aː n i,segmental,3,n
nasaḵa,ind.prs.act.m.3.d,j a n s a x aː n i,segmental,4,i
nasaḵa,ind.prs.act.m.3.p,j a n s a x uː n a,segmental,0,j
nasaḵa,ind.prs.act.m.3.p,j a n s a x uː n a,segmental,1,ansax
nasaḵa,ind.prs.act.m.3.p,j a n s a x uː n a,segmental,2,uː
nasaḵa,ind.prs.act.m.3.p,j a n s a x uː n a,segmental,3,n
nasaḵa,ind.prs.act.m.3.p,j a n s a x uː n a,segmental,4,a
nasaḵa,ind.prs.act.m.3.s,j a n s a x u,segmental,0,j
nasaḵa,ind.prs.act.m.3.s,j a n s a x u,segmental,1,ansax
nasaḵa,ind.prs.act.m.3.s,j a n s a x u,segmental,4,u
nasaḵa,ind.prs.act.m/f.1.p,n a n s a x u,segmental,0,n
nasaḵa,ind.prs.act.m/f.1.p,n a n s a x u,segmental,1,ansax
nasaḵa,ind.prs.act.m/f.1.p,n a n s a x u,segmental,4,u
nasaḵa,ind.prs.act.m/f.1.s,a n s a x u,segmental,1,ansax
nasaḵa,ind.prs.act.m/f.1.s,a n s a x u,segmental,4,u
nasaḵa,ind.prs.act.m/f.2.d,t a n s a x aː n i,segmental,0,t
nasaḵa,ind.prs.act.m/f.2.d,t a n s a x aː n i,segmental,1,ansax
nasaḵa,ind.prs.act.m/f.2.d,t a n s a x aː n i,segmental,2,aː
nasaḵa,ind.prs.act.m/f.2.d,t a n s a x aː n i,segmental,3,n
nasaḵa,ind.prs.act.m/f.2.d,t a n s a x aː n i,segmental,4,i
saʾala,ind.prs.act.f.2.p,t a s ʔ a l n a,segmental,0,t
saʾala,ind.prs.act.f.2.p,t a s ʔ a l n a,segmental,1,asʔal
saʾala,ind.prs.act.f.2.p,t a s ʔ a l n a,segmental,3,n
saʾala,ind.prs.act.f.2.p,t a s ʔ a l n a,segmental,4,a
saʾala,ind.prs.act.f.2.s,t a s ʔ a l iː n a,segmental,0,t
saʾala,ind.prs.act.f.2.s,t a s ʔ a l iː n a,segmental,1,asʔal
saʾala,ind.prs.act.f.2.s,t a s ʔ a l iː n a,segmental,2,iː
saʾala,ind.prs.act.f.2.s,t a s ʔ a l iː n a,segmental,3,n
saʾala,ind.prs.act.f.2.s,t a s ʔ a l iː n a,segmental,4,a
saʾala,ind.prs.act.f.3.d,t a s ʔ a l aː n i,segmental,0,t
saʾala,ind.prs.act.f.3.d,t a s ʔ a l aː n i,segmental,1,asʔal
saʾala,ind.prs.act.f.3.d,t a s ʔ a l aː n i,segmental,2,aː
saʾala,ind.prs.act.f.3.d,t a s ʔ a l aː n i,segmental,3,n
saʾala,ind.prs.act.f.3.d,t a s ʔ a l aː n i,segmental,4,i
saʾala,ind.prs.act.f.3.p,j a s ʔ a l n a,segmental,0,j
saʾala,ind.prs.act.f.3.p,j a s ʔ a l n a,segmental,1,asʔal
saʾala,ind.prs.act.f.3.p,j a s ʔ a l n a,segmental,3,n
saʾala,ind.prs.act.f.3.p,j a s ʔ a l n a,segmental,4,a
saʾala,ind.prs.act.f.3.s,t a s ʔ a l u,segmental,0,t
saʾala,ind.prs.act.f.3.s,t a s ʔ a l u,segmental,1,asʔal
saʾala,ind.prs.act.f.3.s,t a s ʔ a l u,segmental,4,u
saʾala,ind.prs.act.m.2.p,t a s ʔ a l uː n a,segmental,0,t
saʾala,ind.prs.act.m.2.p,t a s ʔ a l uː n a,segmental,1,asʔal
saʾala,ind.prs.act.m.2.p,t a s ʔ a l uː n a,segmental,2,uː
saʾala,ind.prs.act.m.2.p,t a s ʔ a l uː n a,segmental,3,n
saʾala,ind.prs.act.m.2.p,t a s ʔ a l uː n a,segmental,4,a
saʾala,ind.prs.act.m.2.s,t a s ʔ a l u,segmental,0,t
saʾala,ind.prs.act.m.2.s,t a s ʔ a l u,segmental,1,asʔal
saʾala,ind.prs.act.m.2.s,t a s ʔ a l u,segmental,4,u
saʾala,ind.prs.act.m.3.d,j a s ʔ a l aː n i,segmental,0,j
saʾala,ind.prs.act.m.3.d,j a s ʔ a l aː n i,segmental,1,asʔal
saʾala,ind.prs.act.m.3.d,j a s ʔ a l aː n i,segmental,2,aː
saʾala,ind.prs.act.m.3.d,j a s ʔ a l aː n i,segmental,3,n
saʾala,ind.prs.act.m.3.d,j a s ʔ a l aː n i,segmental,4,i
